# Aspire.Dashboard.dll

Name: Aspire.Dashboard | Version: 13.4.0-dev | TFM: .NETCoreApp,Version=v8.0 | Arch: AnyCPU | Size: 3.7 MB | Source: File | Modified: 2026-06-27

## Performance Triage

| Member | Root Reach | Shape | Evidence | Fix | Confidence | Loop | IL |
| `Aspire.Dashboard.Otlp.Model.OtlpResource.AddMetrics(Aspire.Dashboard.Otlp.Model.AddContext, Google.Protobuf.Collections.RepeatedField<OpenTelemetry.Proto.Metrics.V1.ScopeMetrics>)` | 3 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium | loop | `IL_018A` |
| `Aspire.Dashboard.Otlp.Storage.TelemetryRepository.AddLogsCore(Aspire.Dashboard.Otlp.Model.AddContext, Aspire.Dashboard.Otlp.Model.OtlpResourceView, Google.Protobuf.Collections.RepeatedField<OpenTelemetry.Proto.Logs.V1.ScopeLogs>)` | 3 | linq-scan-in-loop | Enumerable.Any(...) inside a loop | Linear LINQ scan per iteration; precompute a set/dictionary index (or hoist the result) once outside the loop. | medium | loop | `IL_012F` |
| `Aspire.Dashboard.Otlp.Storage.TelemetryRepository.PushLogsToWatchers(System.Collections.Generic.List<Aspire.Dashboard.Otlp.Model.OtlpLogEntry>, Aspire.Dashboard.Otlp.Storage.ResourceKey)` | 3 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium | loop | `IL_00D8` |
| `Aspire.Dashboard.Otlp.Storage.TelemetryRepository.PushSpansToWatchers(System.Collections.Generic.List<Aspire.Dashboard.Otlp.Model.OtlpSpan>, Aspire.Dashboard.Otlp.Storage.ResourceKey)` | 3 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium | loop | `IL_00AD` |
| `Aspire.Dashboard.Components.Dialogs.ManageDataDialog.GetSelectedResourcesAndDataTypes()` | 2 | linq-scan-in-loop | Enumerable.All(...) inside a loop | Linear LINQ scan per iteration; precompute a set/dictionary index (or hoist the result) once outside the loop. | medium | loop | `IL_00C1` |
| `Aspire.Dashboard.Components.AssistantChat.BuildRenderTree(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder)` | 1 | small-array | newarr with small constant length (2) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium | loop | `IL_0410` |
| `Aspire.Dashboard.Components.ChartContainer.CreateUpdatedFilters(bool)` | 1 | linq-scan-in-loop | Enumerable.SingleOrDefault(...) inside a loop | Linear LINQ scan per iteration; precompute a set/dictionary index (or hoist the result) once outside the loop. | medium | loop | `IL_0164` |
| `Aspire.Dashboard.Components.Controls.MetricTable.UpdateMetrics(ref System.Collections.Generic.ISet<System.DateTimeOffset>, System.Collections.Generic.List<Aspire.Dashboard.Components.Controls.Chart.ChartTrace>, System.Collections.Generic.List<System.DateTimeOffset>, System.Collections.Generic.List<Aspire.Dashboard.Components.Controls.Chart.ChartExemplar>)` | 1 | linq-scan-in-loop | Enumerable.LastOrDefault(...) inside a loop | Linear LINQ scan per iteration; precompute a set/dictionary index (or hoist the result) once outside the loop. | medium | loop | `IL_0063` |
| `Aspire.Dashboard.Components.Controls.MetricTable.UpdateMetrics(ref System.Collections.Generic.ISet<System.DateTimeOffset>, System.Collections.Generic.List<Aspire.Dashboard.Components.Controls.Chart.ChartTrace>, System.Collections.Generic.List<System.DateTimeOffset>, System.Collections.Generic.List<Aspire.Dashboard.Components.Controls.Chart.ChartExemplar>)` | 1 | linq-scan-in-loop | Enumerable.All(...) inside a loop | Linear LINQ scan per iteration; precompute a set/dictionary index (or hoist the result) once outside the loop. | medium | loop | `IL_0137` |
| `Aspire.Dashboard.Components.Controls.MetricTable.UpdateMetrics(ref System.Collections.Generic.ISet<System.DateTimeOffset>, System.Collections.Generic.List<Aspire.Dashboard.Components.Controls.Chart.ChartTrace>, System.Collections.Generic.List<System.DateTimeOffset>, System.Collections.Generic.List<Aspire.Dashboard.Components.Controls.Chart.ChartExemplar>)` | 1 | linq-scan-in-loop | Enumerable.All(...) inside a loop | Linear LINQ scan per iteration; precompute a set/dictionary index (or hoist the result) once outside the loop. | medium | loop | `IL_016F` |
| `Aspire.Dashboard.Components.Pages.ConsoleLogs.OnPausedChanged(bool)` | 1 | small-array | newarr with small constant length (2) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium | loop | `IL_0080` |
| `Aspire.Dashboard.Components.Pages.ConsoleLogs.OnPausedChanged(bool)` | 1 | linq-scan-in-loop | Enumerable.LastOrDefault(...) inside a loop | Linear LINQ scan per iteration; precompute a set/dictionary index (or hoist the result) once outside the loop. | medium | loop | `IL_015C` |
| `Aspire.Dashboard.Components.Pages.ConsoleLogs.OnPausedChanged(bool)` | 1 | small-array | newarr with small constant length (3) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium | loop | `IL_0183` |
| `Aspire.Dashboard.DashboardWebApplication.ConfigureKestrelEndpoints(Microsoft.AspNetCore.Builder.WebApplicationBuilder, Aspire.Dashboard.Configuration.DashboardOptions)` | 1 | linq-scan-in-loop | Enumerable.Any(...) inside a loop | Linear LINQ scan per iteration; precompute a set/dictionary index (or hoist the result) once outside the loop. | medium | loop | `IL_0209` |
| `Aspire.Dashboard.DashboardWebApplication.WriteValidationFailures(Microsoft.Extensions.Logging.ILogger<Aspire.Dashboard.DashboardWebApplication>, System.Collections.Generic.IReadOnlyList<string>)` | 1 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium | loop | `IL_0036` |
| `Aspire.Dashboard.Model.Assistant.Markdown.AspireEnrichmentParser.TryInsertSpanLink(Markdig.Parsers.InlineProcessor, string)` | 1 | linq-scan-in-loop | Enumerable.FirstOrDefault(...) inside a loop | Linear LINQ scan per iteration; precompute a set/dictionary index (or hoist the result) once outside the loop. | medium | loop | `IL_0056` |
| `Aspire.Dashboard.ServiceClient.DashboardClient.CalculateReplicaIndex(string)` | 2 | scan-method-in-loop-call | Linearly scans a sequence (Enumerable.Count); invoked inside a loop by Aspire.Dashboard.ServiceClient.DashboardClient::SetInitialDataReceived | A method that linearly scans a sequence is called on every iteration of a caller's loop; precompute an index the caller can reuse, or hoist the scan out of the loop. | low | loop |  |
| `Aspire.Dashboard.Otlp.Storage.TelemetryRepository.GetResourcesCore(bool, string)` | 50 | capturing-delegate | delegate over a captured receiver or closure | Consumed by a lazy LINQ operator (Where/Select/…): a static local function removes this closure, but the LINQ call still allocates a deferred-query iterator per call — reduced, not eliminated. Replace the query with an explicit loop (or a precomputed index when used for lookups) to remove both. | high |  | `IL_0052` |
| `Aspire.Dashboard.Telemetry.DashboardTelemetryService.PostOperation(string, Aspire.Dashboard.Telemetry.TelemetryResult, string, System.Collections.Generic.Dictionary<string, Aspire.Dashboard.Telemetry.AspireTelemetryProperty>, System.Collections.Generic.IEnumerable<Aspire.Dashboard.Telemetry.OperationContextProperty>)` | 27 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_006F` |
| `Aspire.Dashboard.Otlp.Storage.TelemetryRepository.GetLogs(Aspire.Dashboard.Otlp.Storage.GetLogsContext)` | 23 | capturing-delegate | delegate over a captured receiver or closure | Consumed by a lazy LINQ operator (Where/Select/…): a static local function removes this closure, but the LINQ call still allocates a deferred-query iterator per call — reduced, not eliminated. Replace the query with an explicit loop (or a precomputed index when used for lookups) to remove both. | high |  | `IL_007C` |
| `Aspire.Dashboard.Model.TelemetryExportService.ConvertLogEntry(Aspire.Dashboard.Otlp.Model.OtlpLogEntry)` | 18 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_0091` |
| `Aspire.Dashboard.Telemetry.DashboardTelemetryService.PostUserTask(string, Aspire.Dashboard.Telemetry.TelemetryResult, string, System.Collections.Generic.Dictionary<string, Aspire.Dashboard.Telemetry.AspireTelemetryProperty>, System.Collections.Generic.IEnumerable<Aspire.Dashboard.Telemetry.OperationContextProperty>)` | 17 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_006F` |
| `Aspire.Dashboard.Model.TelemetryExportService.ConvertSpan(Aspire.Dashboard.Otlp.Model.OtlpSpan, Aspire.Dashboard.Model.IOutgoingPeerResolver[])` | 15 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_00B6` |
| `Aspire.Dashboard.Model.CommonMenuItems.AddToggleHiddenResourcesMenuItem(System.Collections.Generic.List<Aspire.Dashboard.Model.MenuButtonItem>, Microsoft.Extensions.Localization.IStringLocalizer<Aspire.Dashboard.Resources.ControlsStrings>, bool, System.Collections.Generic.IEnumerable<Aspire.Dashboard.Model.ResourceViewModel>, Aspire.Dashboard.Model.BrowserStorage.ISessionStorage, Microsoft.AspNetCore.Components.EventCallback<bool>)` | 14 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_0063` |
| `Aspire.Dashboard.Model.CommonMenuItems.AddToggleHiddenResourcesMenuItem(System.Collections.Generic.List<Aspire.Dashboard.Model.MenuButtonItem>, Microsoft.Extensions.Localization.IStringLocalizer<Aspire.Dashboard.Resources.ControlsStrings>, bool, System.Collections.Generic.IEnumerable<Aspire.Dashboard.Model.ResourceViewModel>, Aspire.Dashboard.Model.BrowserStorage.ISessionStorage, Microsoft.AspNetCore.Components.EventCallback<bool>)` | 14 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_00A2` |
| `Aspire.Dashboard.Model.IconResolver.ResolveIconName(string, System.Nullable<Microsoft.FluentUI.AspNetCore.Components.IconSize>, System.Nullable<Microsoft.FluentUI.AspNetCore.Components.IconVariant>)` | 13 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_0024` |
| `Aspire.Shared.ConsoleLogs.SharedAIHelpers.GetLimitFromEndWithSummary(System.Collections.Generic.List<T>, int, int, string, string, System.Func<T, TResult>, System.Func<TResult, int>)` | 13 | capturing-delegate | delegate over a captured receiver or closure | Consumed by a lazy LINQ operator (Where/Select/…): a static local function removes this closure, but the LINQ call still allocates a deferred-query iterator per call — reduced, not eliminated. Replace the query with an explicit loop (or a precomputed index when used for lookups) to remove both. | high |  | `IL_0046` |
| `Aspire.Dashboard.Model.TelemetryExportService.ConvertSpansToOtlpJson(System.Collections.Generic.IReadOnlyList<Aspire.Dashboard.Otlp.Model.OtlpSpan>, Aspire.Dashboard.Model.IOutgoingPeerResolver[])` | 12 | capturing-delegate | delegate over a captured receiver or closure | Consumed by a lazy LINQ operator (Where/Select/…): a static local function removes this closure, but the LINQ call still allocates a deferred-query iterator per call — reduced, not eliminated. Replace the query with an explicit loop (or a precomputed index when used for lookups) to remove both. | high |  | `IL_0039` |
| `Aspire.Dashboard.Components.Pages.Resources.HasCollapsedResources()` | 10 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_000D` |
| `Aspire.Dashboard.Components.Pages.Resources.UpdateMenuButtons()` | 10 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_0037` |
| `Aspire.Dashboard.Components.Pages.Resources.UpdateMenuButtons()` | 10 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_0092` |
| `Aspire.Dashboard.Components.Pages.Resources.UpdateMenuButtons()` | 10 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_00F3` |
| `Aspire.Dashboard.Components.Pages.Resources.UpdateMenuButtons()` | 10 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_014E` |
